signum,transliteration,english
N 417,+ þur... lit raisa krus þina aft-- -----,Þórðr had this cross raised in memory of ...
N 418 M,...r · uaskor · s(o)nr · þores · a ...,"... the intrepid, son of Þórir of ..."
N 419 M,kristr : hialb : os : uæl,"Christ, help us well."
N 420 M,þo^rþr,Þórðr
N 421 M,atres,Andrés
N 422 M,her : lago þeir men er komo af ¶ risalade meþ lo^þnu skipi af (g)ulli ¶ o^k þet er i þesum steini,Here lie the men who came from Risaland with ships laden with gold. And that is in this stone.
N 423 M,... ...-þe runa^r þæ-...,... struck(?) these runes
N 424 M,ai(k)--... · -(o)^rtir ÷ ra(-)--,... ... ...
N 425 M,ræist : ramr : iotun · ru^n(a)^r,The strong giant carved the runes.
N 426 M,okhænta-,...
N 427 M,ømotr (:) ræst · þæir (:) --þo : sa--,Ôgmundr carved. They passed(?) ...
N 428 M,sa ma^þr : resti : runar : þæsar : er uas : utanb...,That man carved these runes who was outside/without ...
N 429 M,kliþie æi a : mi(k) : gose,Ever rejoice: Gási owns me.
N 430 M,h(e)(r) (e)r gull o^k uilur un(d)ir,Hereunder are gold and enchantment.
N 431,þair luþin auk þ(u)...,Loðinn and Þor-...
N 432 M,(e)(m)(h)r...,...
N 433 M,ura^n---ais/ury---ais,...
N 434,†M [ko^r r mik],†M Kárr carved me
N 435 M,rrr---,...
N 436 M,hantria,affliction of the hand(?)
N 437 M,...a : yfir : leh : þo^ro : ko^no : sin... ¶ ... (t)omasmesso^ ^þ...,... over the burial-place of his wife Þóra ... Thomás-mass ...
N 438 M,io^n gaf hæinnr-,Jón gave to Heinrekr.
N 439 M,þo^rotr risti r(u)(n)(a)r þesar,Þóroddr carved these runes.
N 440 M,þo...r(u)...r,...
N 441,†M [...],†M ...
N 442 †,[-------r : r-...],... ...
N 443 M,øst<ain> : <ra>i<st> :,Eysteinn carved.
N 444 M,r,...
N 445 M,lit guþ^rs uit · ek ·,I want (to go) to God.
N 446 M,+ ek : biþ : firi : guþrs : sakar : yþr : lær^þa : men^n : er ¶ uarþuæita : staþ : þæn^na : ok : al^la : þa : er : raþa : ku^n^nu ¶ bøn : mina : min^nick : sa^lo : min^na^r : i hælgum : bønom : en ¶ ek : et : gun^na^r : ok : gærþi : ek : hus : þæt^ta + ua^lete,"I pray for God's guilt to you learned men who are in charge of this place, and all of you, who can interpret my prayer: remember my soul in holy prayers. And I was called Gunnarr and I made this house. Farewell!"
N 447 M,+ iuar · (e)(f)--r/(s)(m)--r : ke^rþe · mik · en · maria · a · mic,Ívarr .../the smith(?) made me but María owns me.
N 448,†M [biorg simunar(d)oter : (i)...],†M Bjôrg Símun's daughter ...
N 449,þurir : auk : hal(u)arþr : rai(s)(t)(u) · stain : þins(i) · aft u(l)f(l)iu(t) ... ¶ tualf · uintr · ha(f)(þ)i : (k)r(i)(s)(t)(i)(n)·(t)umr : (u)iri(t) · (i) n(u)riki ...,Þórir and Hallvarðr raised this stone in memory of Ulfljótr(?) ... Christianity had been twelve winters in Norway ...
N 450 U,siklis nA hli,The jewellery is protection from (the) needs.
N 451 M,kætil a,Ketill owns.
N 452 M,snalt^r,spindle-whorl
N 453 §P,utar raisti stain aft(i)(r) (a)(u)rn fauþur sin §Q utar raisti stain aft (:) (b)(i)(a)(u)rn fauþur sin,"Óttarr raised the stone in memory of Ôrn, his father. §Q Óttarr raised the stone in memory of Bjôrn, his father."
N 454 M,÷ eirikur ÷ þossteis÷son,Eiríkr Þorsteinn's son
N 455 M §A,inga §B ...s ÷ asmunda^r÷so^n ÷ a mik,Inga §B ... Ásmundr's son owns me.
N 456 M,i^o^n,Jón
N 457 M,+ {HER ÷ HVILIR · BRYNILDR ÷ ENDRIDA ÷ (D) P(R)EST ÷ EN ...[RI]DI PRET : GEIRALDA:SUN : BAS ÷ FA}þer ÷ henær ger... ¶ --- : h--(r) (·) (e)r ¶ (m)ik : ser : sY-ggi ¶ fi(r)ir · hen(æ)- (:) --,"Here rests Brynhildr, Eindriði the priest's daughter, and Eindriði the priest, Geiraldi <BAS>'s son, her father, made me. Whoever sees me, sing for her [soul]!"
N 458,u^al,choice/good
N 459,þu,serf(?)
N 460,$M þtæ : ska^rfa^þi : ulæf : fa^rby^nsun,$M Olafr/Oleifr Farbjôrnsson joined this together.
N 461 M,unak mæy(i)u -----latre oælens fulku i fæsta ha(f)þe,I loved the arrogant maiden ... had(?) maintenance(?) in pledge(?)
N 462 M,liut--(r) : ouk : iohan : erusk : uinir,Ljótgeirr and Jóhan are friends with each other.
N 463 M,fuþorkhniastbml-,<fuþorkhniastbmly>
N 464 M,krimr : a,Grímr owns.
N 465 M,b(i)rn,Bjôrn
N 466 M,fuþorkhniaslbm--,<fuþorkhniastbmly>
N 467 M,ik ' fan ÷ knif(p) ',I found the knife.
N 468 M,asa,Ása
N 469 M,sakum r,guilt / for the reason that ...
N 470 M,lafra^ns a,Lafranz owns.
N 471,†M §P [þorualr sigurþr ristit ru--ar þisi] §Q [þorualr ÷ sigurþr ÷ ristit ÷ runor · þesa ÷],†M §P Þorvaldr (and) Sigurðr carved these runes §Q Þorvaldr (and) Sigurðr carved these runes
N 472,†M [þ--æ--þæ(u)ru--r---],†M ...
N 473 M,ion : (o)- · ---(a)(r) (÷) uatu (o)la(s)(u)--u-(o)- h(e)r : r sim--n ÷ ame(n) --,Jón and Ívarr(?) kept vigil here on the eve of Ólafr's-vigil. Símon interpreted. Amen ...
N 474 M,ifiu,...
N 475 M,guþ a mik,God owns me.
N 476 M,tr...,...
N 477 M,i(o)-i(s)(k)(y)-- (·) ...(o)n : res ¶ mek · ma^ria,... ... carved(?) me. Mary.
N 478 M,guþ · ok : hin : hiælgi : olafr : kongr (:) hialpe (:) þæim (:) mane (:) er : þesar : runar : ræist : meþr : sinu : hæilahu : arnaþar:orþe,May God and the holy King Ólafr with their holy intercessions help the man who carved these runes.
N 479 M,fae,...
N 480 M,ala brum,early in spring(?) /budding(?)
N 481 M,-uar -- (:) --l(l),Ívarr ... ...
N 482 M,huriag,...
N 483 M,(p)ila^l--,pilgrim/piller(?)
N 484 M,maria,Mary
N 485,†M [...- þu run...],†M Interpret the runes!
N 486 M,iæk · hiæk hæ(l),I cut the rock-slab.
N 487 M,sigurþr ar,Sigurðr ...
N 488 M,-i(u)(n)sk (m)oiþr,heavenly(?) mother(?)
N 489 M,he^r ÷ huilir ÷,here rests
N 490,†M [---- þo^rs:da^g -------------------],†M ... Thursday ...
N 491 M,heþen ranæih,"Heðinn, Rannveig"
N 492 M,r(e)rurir(e)rærøry,...
N 493 M,(k)uþ ta^ki sa^l ketil^lss,May God take Ketill's soul.
N 494 M,kuþ kæti þin ærlingr sikmuntarson nu o^k iafna^n,"May God protect you, Erlingr Sigmundr's son, now and always."
N 495 M,amu(n)(t)(i),Ámundi
N 496,†M [sei kþ a^ ^m],"†M God, see over me."
N 497 M,þess(i)r ÷ suku i fi¶orþ ÷ ¶ ioan æirikr ¶ lo^þenn bkb ¶ ka^pa^læin ¶ p-(r) : ---a^r,"These sunk in the fjord: Jóhan, Eiríkr, Loðinn the Bishop(?), Chaplain ... ..."
N 498 M,fuirkul/fþirkþl,...
N 499 M,------þkb--n---þ...r--lgu(þ)...,...
N 500 M,kætil,Ketill
N 501 M,--(k)(t)r,...
N 502 M,niku(l)(a)(s) ua^r h(e)^r in(e) (e)^r -- -(r),"Nikulás was inside here, before he travelled."
N 503 M,griot^ga^rþr,Grjótgarðr
N 504 M,kuþ ÷ ha ÷ s(e)tu,May God have the soul(?)
N 505 M,stæin,Steinn
N 506 M,amute han risti mik guþ sihni han,"Ámundi, he carved me. May God bless him."
N 507 M,ame ¶ oyin,Amen. In the name ...
N 508 $,uilhialmr,Vilhjalmr
N 509 M,fu,<fuþork>
N 510 M,... þo^rstæn ¶ ...(s)t run...r ...,... Þorsteinn carved runes ...
N 511 M,...- up(l)iotr| |ræist runa^r þesar,... Ulfljótr carved these runes
N 512,†M [... æihu : hæl^lur (:) þesar],†M ... own these rock-slabs.
N 513,fuþo^rkhnia,<fuþorkhnias>
N 514,barþr,Bárðr
N 515,(k)rimr,Grímr
N 516,khr...str,Christ
N 517,barþr r---,Bárðr carved.
N 518,barþr,Bárðr
N 519 $,... [rutsm](a)urkum : uisa : birt (a)t ¶ ... [biaurn(u)]... × ristu × ru(n)(a)r : þisar,... (they) show clearly (the way) to Ruðsmark/the (border)markers of the clearings. ... (and) Bjôrnulfr carved these runes.
N 520 †,[(b)irkr (a)u- ---r],Bergr and
N 521 M,[u](n)di[r a^us](t)(a)-(u)-(r)(þ)re o^rf er gul g-(y)-- niu a^lna --þr,Gold is hidden nine ells below under the eastern corner.
N 522 M,...ohr,...
N 523 M,--------- --is(t)^ ^ru(n)(a)r,... carved runes.
N 524 M,her er f^e fo^lget untir st-ni þess(u)m,Wealth is concealed here under these stones.
N 525 M §A,f §B f,... §B ...
N 526 M,petr a mi,Pétr owns me
N 527 M,he^r sto^þ k^no^r uti,The cargo-ship stood outside here.
N 528 M,-uþorkhniastbmly,<fuþorkhniastbmly>
N 529 M,rumfa^re,Traveller to Rome
N 530 M,ua^lþr ok is r þir(i) ru(m)fa^re,"The pauper(?) went in this wagon, the traveller to Rome."
N 531 M,a^ue ma^ria gracia,"Hail Mary, (full of) grace."
N 532 M,her sto^þ ro^þ(a^)(r) --rt^rat^(u)ba,The rudder stood here ...
N 533 M,fuþo(r)k --,<fuþork> ...
N 534 M,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.
N 535 M,' margret · a · mek ·,Margrét owns me.
N 536 M,her ÷ huilr (:) sra ÷ -l-metter ÷ prester : faþer ÷ marga(r)... ¶ ...(þ) (s)(a)(l)læ iui ÷ rani ÷ akku ÷ biþir ÷ pater ÷ noster ÷ firrit sol han ¶ þorsstein ¶ gerþe mi,"Here rests Sir Klemetr the priest, Margaréta's father. Peace(?), fortune(?) for Hrani's(?) widow(?). Pray Our Father for his soul. Þorsteinn made me."
N 537,a^krþos/k^arþos,.../Farm-sprite(?).
N 538 M,rooo,...
N 539 M,abcþ(e)fghik(l)(m)(n)op(u)rstø(y),abcdefghiklmnopurstøy
N 540 §A,furu- trikia frislats a §B uit auk uiks fotum uir skiftum,We travelled to meet the valiant men of Frisia §B (and) we divided the spoils of the fight.
N 541,ranuaik a kistu þosa,Rannveig owns this chest.
N 542,kasi -,Gási [owns].
N 543 §A,... ...n : þino : ift atla : fus... §B ...- s(t)(i)ns : auk suis(t)u... ...,"... this stone in memory of Atli, (his) foster- §B ... ...-steinn's / Steinn's and sister ..."
N 544,...- : --in : þana : ...,... this stone ...
N 545 M,þo^la{K}r ÷ a mik,Þorlakr owns me.
N 546 M,klkr,bell-ringer(?)
N 547,†M [abctefkhiklmnopqbstuhy-øæ ifæb ÷ grþe mik son ÷ þores ÷ sindras],"†M <abc> Ívarr made me, son of Þórir Sindri's son."
N 548 M,...,...
N 549 M,+ olafr : let : læg... ... ... ... ... ...ur sins : have hu^æær e^r ræþr þæssa list himinrikis : uisst,Ólafr had this stone laid over ... his father/brother. May each who interprets this riddle have the provisions of Heaven.
N 550 M,...,...
N 551 M,þe(t) : sæ(k)ir : biskup : at : þi,This (is what) the bishop says about that.
N 552 M,...,...
N 553 M,{KUIK}na ÷ {KK}a ÷ a (m)ik ÷,The church of Kviknar owns me.
N 554 M,--- (g)æte þin klemetr o^k a^l(^l)er hælger men(^n) (þ)at se --t,... may Klemetr and all holy men protect you. May it be true(?).
N 555 M,p · patær ÷,... Father.
N 556 M,+ æ(g)h-,...
N 557 M,patær,Father.
N 558 M,-uþorkhniastblmy,<fuþorkhniastblmy>
N 559 M,fuþorkhniastb(m)l(y),<fuþorkhniastbmly>
N 560 M,...kiu,church(?)
N 561 M,maria,Mary
N 562 M,maria,Mary
N 563 M,m^a^r^i^a,Mary
N 564 M,þ(a) ÷ um ÷ þat ÷ su(m)(a)(r) (÷) ---- (:) (þ)(æ)ir : brøþr : ælling(r) (:) (o)k : auþun : hokoa : til : kirkiu : þessar : er : ærlinkr : i(a)... ...(l) : i · niþar:ose ÷,"That was the summer which the brothers Erlingr and Auðun had (the wood) cut for this church, when Earl Erlingr fell in Nidaros."
N 565 M,-ri(s)t aaa mik,Christ owns(?) me.
N 566 M,(g)ys a mik þiat ek erfiþar,Kiss me because I am troubled.
N 567 M,fuþ,<fuþork>
N 568 M,hlbiork,Hallbjôrg
N 569 M,÷ kekhnke ÷ ekng ÷ pddadrdtkkd ÷ ednnr ÷ ardd ÷ skpsdd :÷ kfididmsdefkeddatafisif :÷ ¶ : t(o)tas ¶ ÷ ego ÷ dini ÷,... ... ... ... ... ... ... ... I ...
N 570 M,pater noster k(i) (e)(s) in slis,Our Father who art in Heaven.
N 571 M,non siþ,Be not.
N 572 M,kekhnke,...
N 573 M,æ t þ f f s s a n t æ t þ f f s s a n t,"One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty."
N 574 M,kekhnke,...
N 575 M,ra^þ rett ru(^n)a^r þesar,Rightly interpret these runes!
N 576 M,sku-a æih(i),Do not hurry!
N 577 M,þet--,this(?)
N 578,...-r,...
N 579,i muntlauku,in the handbasin
N 580 M,asiuh nayr ay ' (e)s raon þ rey^ras,"Beloved, nourish (me) (= spiritually) for ever! (Human) decay is a trial."
N 581 M,ma^rka^rita^r : eiriks(:)totto^r : olafs sylua^r:smiþs :,"Margarét Eiríkr's daughter's, Ólafr the silversmith's."
N 582,halha · a snalt þenan,Helga owns this spindle-whorl.
N 583 M,÷ þæssa^r ÷ run^ne^r ÷ rest ÷ eiriker ÷ ba^r--r ÷ fe(i)(t) þa^n^n ÷ ueter ÷ (æ)r ÷ ho^n^n ÷ ua^r reist ÷ uallet^e ÷,Eiríkr the priest carved these runes. He made (them) that winter when it (the church) was carved (= built). Farewell!
N 584 M,þæssa^r : runa^r,These runes
N 585 M,-f(r)-(þ)(r) · -a-t- · ku-(n) --u-,... ... ... ...
N 586 M,(o) gu(þ) e^r alt m(a)(t)i : a(r)la kæt(e) · (r)-a-- r-n-rso-ar han^n ræis- ru^na^r,"O God, who since the beginning has presided over all, protect ... Ragnarr's son. He carved runes."
N 587 M,s(a)-----(s)(a) : i : (h)(a)s(i)ra : minum : i : biorh(u)-(n) (a)r : m(i)r : kæ(i)nti : (r)(o)(k) (:) at (:) (h)(o)mni : (m)(i)l,"... ... ... mine(?) in Bjôrgvin, who knew me ... that ... ..."
N 588 M,ælntir,Erlendr
N 589 M,bal(i) brat(i) rist,Páll the Proud carved.
N 590 M,þo^rir,Þórir
N 591 M,olafr,Ólafr
N 592 M,þossæin,Þorsteinn
N 593 M,fuþ(o)rkhniastblme(æ),<fuþorkhniastblmeæ>
N 594 M,samson,Samson
N 595 M,æltriþ a,Eldríðr owns.
N 596,...kat : þurunr -----,... Þórunnr ...
N 597 M,þo ¶ o^l^a^f,... Ólafr
N 598,+ lofrikr · a · mot : þta :,Lofríkr owns this stamp.
N 599,+ askel · lo benek : þen,Áskell owns this penny (ie. stamp).
N 600,olafr kunukr,King Ólafr.
N 601,aslak,Áslakr
N 602 §P,kunar · a · mot þita §Q kunar a mot þisa §R kunar : a : mot þisk §S kunar : mot þisa,Gunnarr owns this stamp. §Q Gunnarr owns this stamp. §R Gunnarr owns this stamp. §S This Gunnarr's stamp.
N 603 M §A,... -g(r)(e):gie : igni:bus : ka^l(e)sko : æius : koti:die : in amo^re : græs:ko ... §B ...--(s) : agam : teneri : uirgo : sik · agamus : ambos : (s)umus ... §C ...-n--a : lusis : agone : Yilum·ena : kuæruli : tæria (r)-... ...,"I am becoming inflamed with the fires (of love) for the exquisite maiden, and grow daily (more) in love with her ... §B ... §C ... with life's(?) despondency. Philomena lamenting struggles with Tereus ..."
N 604 M §A,d^ucite ÷ diskrete : uita^m ÷ ku^e ÷ --(n)-... §B uæst^ra ÷ salus ÷ mete : siþ : næcia : ...,"Lead a life discreetly, which ... §B May your (good) health know no bounds ..."
N 605 M,amor uin,Love conquers.
N 607 M §A,ru·ma · kapud · mundi §B ut ÷ uar ÷ ek i kær,"Rome, capital of the world. §B I was out (there) yesterday."
N 608 M §A,midet ÷ h(u)c §B (i)on :,Heal this(?). §B Jón(?)
N 609 M,÷ (o)n^n(o)^(r) deo (u)en-aþ meo,Let honour(?) come(?) to my(?) God(?) ...
N 610 M,fæcumisi,...
N 611 M,÷ furin^ns uita^lis paritir,raging(?) - vital(?) - in like measure(?)
N 612 M,uenit,He came.
N 613 M,oleæ,oil
N 614 M §A,ari : a §B santi : ula^b- ...,Ari owns. §B Saint Ólafr's / Ólafr may send ...
N 615 M,pater ÷ noster ÷ kui| |is in selo ÷ santaf(i)setur ÷ nomen tum ÷ aþf(e)n(i)aþ reno-,"Our Father who art in Heaven, hallowed be Thy name. [Thy] kingdom come."
N 616 M §A,÷ þo^rgisl : ut^løa^ubr ÷ ma^(n)us : sihurþr : ha^r(o)^ld^r : --... §B ...- : a^rnuþr ÷ sihurþr : iøn : sihurþr : klumr : §C b batær : nøstær,"Þorgísl, Úthlaupr(?), Magnús, Sigurðr, Haraldr ... §B ... Arnviðr, Sigurðr, Jón, Sigurðr, Glúmr §C ... Our Father"
N 617 M §A,a(u)e (m)aria gracia (p)lena tominus tekom §B benetikta t^u in mulieribus æþ benetikt^us §C fruktus uentris tui amen,"Hail Mary, full of grace. The Lord is with Thee: §B blessed art Thou among women, and blessed is §C the fruit of your womb. Amen."
N 618 M §A,...s : æt : benedikdus : fruktus : §B ...(k)us : uilelmus,among women and blessed is the fruit §B ... Vilhelmus
N 619 M,aue maria kracia blena,"Hail Mary, full of grace."
N 620 M,aue maria,Hail Mary
N 621 M,aue maria,Hail Mary
N 622 M,÷ au^e ma^ria,Hail Mary
N 623 M §A,a^ue ma^ria §B {K}b/b{K},Hail Mary §B ...
N 624 M,a^u^e ma,Hail Mary
N 625 M,aue,Hail
N 626 M,ma^ria,Mary
N 627 M,kiri alæisun : krist alæison,"Lord, have mercy; Christ, have mercy."
N 628 M §A,sisesisisesilsisiþaniralat §B dihsse dominos domios sede a dæhstris m(e)oe,"... §B The Lord said unto my Lord, Sit thou at my right hand."
N 629 M §A,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ..."
N 630 M,rec iudeorum in nomini patris nacarenus,"King of the Jews. In the name of the Father, Nazareth."
N 631 M §A,maria ÷ peperit ÷ cristum ÷ elisabet ÷ peperit ÷ iohan^nem ÷ baptistam ÷ in ÷ illarum §B u^(e)nerac(i)o-(e) ÷ sis ÷ absoluta ÷÷ æcsi ÷ inkalue ÷ dominus te ÷ uacat ÷ ad ÷ lu,"Mary bore Christ, Elisabeth bore John the Baptist. Receive redemption in veneration of them. §B Go out, hairless one (= child). The Lord calls you into the light."
N 632 M §A,÷ in nomne (p)at^ric æ^þ fi(l)i æ^þ cprit^uc| |ca^nti am^en : surraa §B pia sruc æ^þ pasio sricte ??i m(a) pacmauit æ^þ casrobat §C ?(a)^l(r) ?i?(e) (d)(e)i cin medisina cin medisina mii o §D cagine la^uit febrac (a)(d)(i)(k)oui(a)(d) fu(i) (m)(a) uecca^re lr,"In the name of the Father and of the Son and of the Holy Spirit, Amen <currat> §C May God's Five Wounds be (my) medicine. May my medicine be §B Holy Cross and Christ's passion. He who moulded and washed me §D with Holy Blood. May he expel the fever which strives to torment me."
N 633 M §A,? uiþ auhum : to^bias : sannat : okulus : istas ominnis f(a)-?fau?fao?? §B sidra^k : missa^k : æ^þ og : benagog myl o^gum : eomos uiþb(l)o^þ,"For the eyes. Tobias heals the eyes of this person. ... §B Shadrach, Meschach and Abdenago ... ... ... ..."
N 634 M §A,o a^lfa kristu^s et a^lfa §B ie¶¶sus et ma^ria ma^rcus §C mateus lucas §D iohannes mateus lucas,"O Alpha, Christ and Alpha. §B Jesus and Mary. Mark, §C Matthew, Luke, §D John, Matthew, Luke."
N 635 M,{M}(a){THEU}c {M}(a){RCUS LUS}? ??a{NNE}c,"Matthew, Mark, Luke, John."
N 636 M §A,÷ a÷g÷l÷a ÷ guþt ÷ sateor ÷ a(r)(e)... §B rafael : gabriel : (m)---... §C uasus krst : mariua : gæt min (f)...,"Agla. ('agla' = Thou art strong in eternity, Lord). God. Sator, arepo.(= from the 'Devil's Square' palindrome: Sator, Arepo, Tenet, Opera, Rotas). §B Raphael, Gabriel, Michael. §C Jesus Christ. Mary, protect me ..."
N 637 M §A,teo^nesius · ioha^nes · serafiho^n §B --us masifia^nesus : tenisius o §C sussbissusbirumæþano^le,"Dionysius, Johannes, Serapion, §B Malchus, Maximianus, Dionysius ... §C ..."
N 638 M §A,suspissuspiriure(s)(n)^oli ok a^r¶ton ÷ iio[h]a^nis ma^rkus ma^þios lukas o^ræei §B þ(o)(y)s(o)(i)(p)ie(æ)eþnnkoapnac(s)ia ¶ a^ue ma^ria (t)isus kristr a^ue ma^ria,"... and arreton (divine). John, Mark, Matthew, Luke. Pray! §B ... Hail Mary. Jesus Christ. Hail Mary."
N 639 M §A,suebsicuisubiriumeþo^n(l)(i)um §B agla delaon ·,"... §B agla ('agla' = Thou art strong in eternity, Lord) ..."
N 640 M §A,sator ÷ arebo ÷ teneþ ÷ obera ÷ rotas §B æekræ r÷kre ærman numænsiknumt æram r §C æekræ r:kre ærman numænsiknumt æram §D koncummatum æct ¶ klas a,"Sator, Arepo, Tenet, Opera, Rotas (= from the 'Devil's Square' palindrome). §B <acre acre ærnem> ... <ærnem> ... §C <acre acre ærnem> ... <ærnem> §D It is fulfilled. Klas owns."
N 641 M §A,...--(a)--(n)pan(t)^kno ÷ kae ÷ amen in(q)^ninikolaia ÷ nknaa §B ...n-- (u)a-ete in domino §C onalcuilia,... ... Amen. Nikolai(?) ... §B ... Fare well in the Lord! §C ...
N 642 M §A,benatit ÷ ¶ ÷ marhret ¶ ÷ a÷g÷l÷a÷l agla ÷ -l^nbastii §B ÷ ag÷l÷a ÷÷÷ (b)a · flkarel ÷ ¶ ÷ a÷g÷la ¶ ÷ (b)ara^þoles ÷,"Benedit, Margret. Agla, agla ... §B agla ... ... agla ('agla' = Thou art strong in eternity, Lord) ..."
N 643 M §A,÷ a÷g÷l÷a ÷ a÷g÷l÷a ÷ §B ÷ a÷g÷l ÷ laua : loahki,"agla agla §B agla ('agla' = Thou art strong in eternity, Lord) ... ..."
N 644 M §A,þu irt ør §B bo(b)(i)nafibobæshaf(i)(b)(o)...,You are crazy. §B ...
N 645 M §A,...(r)(o)(a)s · u · uas · r · bas : la^ua^re : ma^riuas ¶ na^u^þ §B ...,... ... vessel ... ... to wash ... need(?) §B ...
N 646 M §A,amoþ : oþo : oþum : roma §B lus : rota : kyua : mus,... ... ... ... §B ... ... ... ...
N 647 M,...-(o)^r(e)aa · þn(i) : tsemut(o)muinok : ioigannisabsic(a)^msic,... ... ... ...
