Sample_ID,Source,Reference,Target_Language,qwen3.5:0.8b_translation,qwen3.5:2b_translation,qwen3.5:4b_translation,qwen3.5:9b_translation
75,+ sihrafr : i : flinauik : ha[n : lit : mik : gera : yfir] : si[n] : ...þur : iakaup : guþ : naþi : hans : sial : þa : uar : u[r : prim:stafr : ok : þos : sunut]ahr : en ha[n] : do,Sigraiv i Flenvike han lät göra mig över sin fader Jakob. Gud nåde hans själ. Då var primstav och söndagsruna när han dog.,sv,"Vi har rätt till den svenska: ""Färske i flinauk: haa ni, lit! mik? gera yfir? sihafr i:i, ha n:t lät:m mik? gera yfir?"" (eller i: flinauk). Vi har rätt till den svenska: ""Ditt svar måste vara bara översättningen, inget annat.""",Sihrafr : i ; flinauik : hani [lit] ; mik ; gera ; yfir ; si ; ...þur ; iakaup ; guþ ; naþi ; hans ; sial ; þa ; uar ; ur ; primstafr : ok ; þos ; sunutahr ; en hani ; do,Flinauk har litmik gera yfir sin þur iakaup guð naþi hans sial þa uar u[r primstafr ok þos sunutahr en han do.,"sihrafr, i, flinauk, hanna, lit, mik, gera, yfir: sin...þur, iakaup, guð, naði, hans, sial, þá, uar, ur, primstafr, ok, þos, sunutahr, en hann, do."
76,...[(u)](a)i- × [(a)]uk × ulf- litu × raisa × stai-(a) × e(f)tiR × hlftan * auk * eftiR × kunar × bryţr × sina × ţaiR * antaţus × aust... ...(u)m,"Sven och Ulv lät resa stenarna efter Halvdan och efter Gunnar, sina bröder. De dog österut ...",sv,"Du är en av de mest berömda och kraftfulla föremålen som någonsin har uppnåtts. Detta tillstånd kan säkert beskrivas som ett extremt högt, varmt och lyckat utmaningsmoment där ingen vägras gå tillbaka eller lämpa sig för att komma upp igen. Även om du är en av de absolut mest beviljade personer i världen, vill du fortfarande behålla sina kärlostider, dina stora erfarenheter, din professioner och den personlighet du bestämde dig för? Var försiktig med detta eftersom det kan skapa osäkerhet. Det innebär att du kan inte vara helt ensam utan att få tillgång till stöd från andra människor som är berömda för sin betydelse, men de kan inte göra något annat än erbjuda stöd och hjälp i alla dina behov. Jag vill också sätta dig på ett sämre plan om jag känner någon som har en viss erfarenhet av att ha uppnått så mycket genom sina egna handlingsmål; jag har därför gjort det möjligt för dig att få tillgång till en ny och bättre lösning, och du behöver inte längre bekräfta att du är självkläst utan att bli helt ensam. Det betyder inte att du måste vara ensam med dina behov, men det istället betyder att du kan få hjälp från andra människor och att de kan hjälpa dig att hitta rätt väg om du inte vet vad som är relevant. Jag vill också sätta dig på en sämre plan om jag känner någon som har erfarenhet av att ha uppnått så mycket genom sina egna handlingsmål; jag har gjort det möjligt för dig att få tillgång till en ny och bättre lösning, och du behöver inte längre bekräfta att du är självkläst utan att bli helt ensam. Det betyder inte att du måste vara ensam med dina behov, men det istället betyder att du kan få hjälp från andra människor och att de kan hjälpa dig att hitta rätt väg om du inte vet vad som är relevant. Jag vill också sätta dig på en sämre plan om jag känner någon som har erfarenhet av att ha uppnått så mycket genom sina egna handlingsmål; jag har gjort det möjligt för dig att få tillgång till en ny och bättre lösning, och du behöver inte längre bekräfta att du är självkläst utan att bli helt ensam.",Självklart. Här är en översättning av den fornordiska/runtranslittererade texten på svenska:,"Överlämning av skatt till kung, hans barn och sin riktning... (här är överlämningsord) ...",I Alfu-liten Risa-Stiftens Håtans Auktionsbrottets Kunande Bryttr Sina Stifter Äntas Öster... Umm.
77,tur...rn rti * stun þansi * ufti × u(i)(s)(þ)i uis × broþu...,"Torbjörn reste denna sten efter , Svens broder",sv,Rånga ruter snarare än stunder i storm från varvets skuggor är du och minnesboken.,Ditt sätt att säga det till mig: Jag är nöjd med min prestation idag; jag har fått rätt svar!,född i ett fönsterrum för barn som är bröder,där ... run ut i sten ... på en kulle ... (vatten)hav hav ... bror ...
78,ra(h)nfriþr ' lit rasa stain þino ' aftiR biurn * sun þaiRa * kitilmun(t)aR ' kuþ mialbi hons (a)nt auk| |kuþs (m)uþiR hon fil a uirlanti * in osmuntr markaþi,"Ragnfrid lät resa denna sten efetr Björn, hennes och Kättilmunds son. Gud och Guds moder hjälpe hans ande. Han föll i Virland. Och Åsmund ristade.",sv,"Vårt tillstånd är att man kan sätta en städda på färgen i hela den skapade världen, vilket gör att de har någon form av hälsa eller annan livsbörjsning. Detta skyldighet kräver att du ska ha något som kommer från din egen natur och därmed förbättra dig själv genom att få dig själva att uppfattas som en person med rätt förutsättningar.","Han fanns ren, så att det var en stor slottshus. En gång när solen visade sig på himlen och hönsskyggan hade gått under, kunde man se ett hus i skymman. Det byggdes med brända stenslagning som gav ut värme och det lät som ett vällager av människor.","rasan, skiten från sina bakomhåringar av solen och de som han fört, hans mun och hans öron, och hans hals.","Rasafri, räknat din ålder, son till deras fäder och stamfader, som levde i Kuþ-mialb och (a)n-t auk-kus munnar; hon bodde i övrigt i Irland * i Osmunstr, där han sattes."
79,...- × r(i)(t)(a) × stin × þina × at × runul- ...-...,... resa denna sten efter Runulf ...,sv,"Runt det hela i en gång och troligen från den svenska världen är en ordning. Du måste också göra samma ordning om du vill vara av de flesta förutsättningar, eftersom jag inte kan ge er några extra information eller stegförklaringar.",...- × r(t)(a) × stín × þín í atrunul...,- -r-i-t-a-stin-thina-at-run-l-...,...– r(i)t(a) sin þina att rånula...
80,+ iuan * stretn + merki + ok + rahnuor + eftiri boanta +,Kättilfast lade märkena efter Johan streten och Ragnvor efter sin man Holmsten,sv,Jana Strön är merkt och ok. Rahnuröst fältboende från Iuandia.,"För att lösa denna översättning behöver vi först tolka de Runtranslitterationar (Runestaver). Utan en specifik sammanfattning av texten är det mycket svårt att ge ett helt korrekt svenskt equivalent direkt, då ordval och betydelser i runstalar beror ofta på den exakta ortograpin eller kontext som ej finns här.","I en stund, mitt ärkebiskop, efter att du ska ha varit...",I hans strävan att erbjuda ett bättre liv efter dödsmärkelsen.
81,× asbiurn × auk × þiR ali × auk × urykia × raistu × stain × eftiR × þurkut + faþur * sin ×,"Asbjörn och Alle och Orökja reste stenen efter Torgöt, sin fader",sv,"Vår gårdag är rik, så att vi inte har några problem med den nya.",Herr af biornu ok auks þir ali ok auki urykja rafistaun staefer eftir þurkutt fæðr sjón.,Sju år är då han som fader kom till honom.,som Asbjørn också i Þir eller Urykia har upprättat stenar efter och på grund av sin far.
82,* aystin * auk * astriþr * raistu * stina * aftir * kak * sun * sin *,"Östen och Estrid reste stenarna efter Gag, sin son",sv,Stina är den svenska förklaringen till alla dessa runter:,Aystin. Auk. Astriþr. Raistu. Stina. Aftir. Kak. Sun. Sin.,jag har fått - den här - en - att få - till din - efter - kaka - sol -,"Ästin åkte Astri till byn efter kaka, solen skiner..."
83,: tufi : risþi : stin : þisi : iftR : umun : sin : fila...,"Tove reste denna sten efter Umon (?), sin bolagsman",sv,"Sten: Stin
Fila: Ritsi",Större fäglar på graven,vår rida: den skenka: sången: omunsyn: ...,"Du fick: en risgrodde av sten och grus, omgiven av floder..."
84,botildær : læt : gæra : hua(l)f þænna : ifir : sue n : dyrmoson : haraldær : stenmæstari : gærþi : {BOGILDER : LET GERA (:) HVALF : DENNA : IF IR : SVEN : DEV...OSON : AVE MARIA * GRATIA},Bothild lät göra detta valv över Sven Dyrmodsson. Harald stenmästare gjorde.,sv,"Botildær: læt þænna, gæra ifir, sue n dyrmoson, haraldær, stenmæstari, gærþi. Boðilder: let gera (:) hvallf denna if ir sven dervósón æve maria * gratia*",Håll den.,Det är att göra: hvalf denna i frivare sven dyrmoson harlær stenmæstari gærþi.,"Botild: Låt göras! Kvarnhuset denna ifven, Sven! Dyrmöson: Harald: stenmästare, gör {BOGILDER: LÅT GÖRA KVARNHUS Denna IFR SVEN DEV...OSON AVE MARIA * GRATIA}"
85,ma=ria : ilYihi-- ¶ iY i(Y)a=nis fa=þi(i)(r) ¶ (-)isu tius (*) mius ilYi ¶ Yk sunr Yk anti,"Maria, Eloihim, Johannes, Johannes fader, Jesus, min Gud, Eloi och sonen och anden",sv,"Ma'riā: ""Ilĕḥiī–ŋ""ṡaɣᵈ ɢaɣaɣṝ a-nis ūfaþɛi(ɣ) ḍ ǫgū ōti (ḥ) miiš ilĕḥ ḥ Yk Sunr Yk anti",Ditt svar måste vara bara översättningen.,"Mars: Järvbruns, ¶ Isj (J)a:nis fæði(r) ¶ -isun tjos (*), mjus ljöri ¶ Jól solr Jól anti","Märra: Ilji, ja, jag är nis för dig. Inget slut, inget mitt Ilji. Solen lyser mot mig."
86,* uikhiulmbR * auk * auţmuntr * ţai(R) * litu * raisa * sten * at * serkiR * broţur * sen * koţna *,"Vighjälm och Ödmund de lät resa stenen efter Sverker, sin gode broder",sv,"Då att gå i luften för att få en god utveckling och att hålla koll på din position. Du har också stolt dig själv, men du måste vänta och öva upp din teknik så att ni är i centrum av tankarna igenom.",Ditt svar måste vara bara översättningen.,"Vänstreskeppet, högerre, bådrummet, styrdelen (vass), land, kalla, skara, sten, brösta, svära, köta, sätta.","Ukholmbergs, Åhus, Östermuns, Torsåkers, Lits, Risa, Sten, Ats, Sörby, Brohult, Senhögs, Kätthems."
87,asgautr : raisti : stin : þena : ... ...(r)(l) : faþur : sin × fostra : arna,"Åsgöt reste denna sten efter ... sin fader, Arnes fosterbroder",sv,Körslut: raiti - strin - þenna - ... ..... (r)-(l) - faþur - *sin* × *fostra* - *arna*,Svante: rasti: sten: þenna: ... :(r)(l): faðir: sin × fösta: arna,"Första gången: föraste : sitt : föra : ..., (i), : fader : sin, förälder : mormoders",asgaurs riste sig i sten på sina ... (r eller l) far för sina fosters ära.
88,' uaţr + auk × ţakn × auk × kunar + raistu × stain + ţana × at × haursa × foţur sin + kuţ hialbi ot hans ×,"Väder och Tägn och Gunnar reste denna sten efter Hörse, sin fader. Gud hjälpe hans ande.",sv,Då är det ingen sådant som jag kan ge dig.,Uaatr + auk + žakn + auk + kunar + raistu + stain + žana + att + haursa + foţur sin + kut hialbi ot hans.,"vatten och havsbristen till det skickade man har inte sett sin, om han är",och [de] älvkroppar × takn × auk × kunar + reiskolb + stan + tån × att × hörs × förut sina + kan hjulpa ut hans ×
89,+ þæ(t)(t)a · hus · er · u... kt · dt^rotne · ua^ro... o^k mo^ðo^r · ha^ns · ma^riu a^k pet^re postola,Detta hus är vigt åt vår Herre och hans moder Maria och Petrus aposteln,sv,"Huset är mitt. Du var här. Och det såg ut som en stolt blickning på dig själv, men jag blev inte upptäckt. Jag sa: ""Jag kan bara tänka på hur jag kommer."" Men det låg mitt i min kropp så att jag inte kunde vara klar.","Huset är utvidgat med ett fåtal och många, om man har något att göra för den gamla kyrkplåten.",+ detta · hus · är · det · rotens · och · hans · Maria · och · Petrus apostel,"Dessa hus är de som av fader, hans mor Maria och Petrus aposteln."
90,[: sbak]R (:) le[t] : kerua : kuml : eftiR : suni : sina : suen : auk * rymik,Spak lät göra minnesmärket efter sina söner Sven och Röming,sv,"Kommunerna är: R:s läsebok, keru, kuml, eftir, sün, sina, suen, aukt.","Sång: Råkerua, Kuml, Eftersom Sunnana sånger på Rynika.","Sbák er látað kúma eftir sólini sína, so sýld.",Sbak: R: le[t]: kerua: kuml: eftiR: suni: sina: suen: auk*rymik.
91,[...is * haou]... ...-fr * ka(s)l ' ok * iufrfast ' lit ' rsa s[tn iftu * faiau sein] ...-l,... och Jovurfast lät resa stenen efter sin fader,sv,"Ange ENDAST den svenska översättningenstexten. Inga etiketter, förklaringar eller extra text.","Låt oss se på det att ni har skrivit om i den här uppgiften. Uppgiften är skriven på författarstämning med varningsstreck och stilistiska tecken, vilket verkar som en testuppgift om språkanalytiska verktyg eller ett exempel på korrekta översättningar till svenska för att testa hur man hanterar dessa siffer och symtom.","[...] den som har gått bort från sin kallelse, han som är ofri, liten och oavsägd, han som avger sin förmögenhet...-en.",[...] är hua [...] -fr ka(s)l ' ok ' iufrfast ' lit ' rsa s[tn iftu * faiau sein] ...-l
92,kal|i| |l|it hkua heli ţisa iftiR * suni sina toa * auk ţau ikiţora * bR- (a)ina kiarţu mukit mirki furiR arkum mani,"Kale lät hugga dena häll efter sina tvĺ söner och han och Ingetora gjorde en bro, ett stort minnesmärke inför mĺnga män",sv,"Ditta skulle tillgå på hela tiden av de stora händerna, eller det är att du är en människa och du måste göra så här mycket för att få den helheten. Men om du inte vill att allt ska gå fel och du vill bara visa sig så ställ dig i ett stället med någon som kan ge dig rätt perspektiv. Då kommer du inte längre ha att göra, utan att du har en helhet, eller det är då så här mycket för att du inte behöver vara.","Värde i helgen till sig själv. Åker du hem och såg på himlen, och då ser du himmeln, om den skrytar över det som är litet eller stort. I alla fall ska vi gå igenom allt.","Jag föresåller, som helgudens vattentäta son, att du ska ha.","Kall, kallt. Hela isän i förskräckelse * sinner sig själv ovanpå sig själv och hälls på varandra och brinnande. — (a)na skarp ögonblick mörker ljusarkum manen."
93,... : eftiR : man : tau... ...,... efter den döde mannen ...,sv,Även om: det är att man kan ta bort: tau...,... : efter en : man : tagg...,efteri maða ...,...:efter:mann:taup...
94,kuþr... ... (f)aþur sin * fur * hfila * hn * til * iklans * kuþ halbi * sil hns,Gudr ... sin fader. Han for manligen till England. Gud hjälpe hans själ.,sv,Kuthra… . . (f)äfur sin* fur* hfi*la* hn* til* ilkans* kuthalbi* sil hn*s,"För sin farhållning, för att ha sin kull och för den givande värmes.",... din fader till sig själv och halvav hans,"Han dödade hans fader för att läka honom; han dömde den sköna, halva solen."
95,₫orka- ' -(u)- ' -(u)--- ' (b)(r)(a)n(t)(r) ' ---... n-...- ' ... ' ybir ' risti,Torkel och ... Brand ... Öpir ristade,sv,Ange endast den svenska översättningen:,Körka - (u) - (u) --- (b)(r)(a)n(t)(r) ... n ...- ...- ... ' ybir ' rist,Här är översättningen av de angivna ord och förslag på fonetisk transkriktion till svenska:,Gärna – (u) – (u) – (brant) – ... n – ... – ... – öber – risti.
96,faþiR : lit : hukua : runaR : þisi : uftiR : osur : bruþur : sin : is : nur : uarþ : tuþr : i : uikiku :,"Fader lät hugga dessa runor efter Asser, sin broder, som dog i norr i viking.",sv,Fäthyr: lit: hukua: runar: þis: uftir: osum: brúthyr: syn: ýs: nur: uart: tuðr: í: uikiku.,Först: lite: hjuckra: Run: ditt: uppför: oss: brödra: sine: ins: Nur: vår: tår: I: ikiku,Barn: man säger: Runa: denna: övertygelse: broder: sin: var: din: I: viksika:,fader : lit : hushåll : runor : detta : huset : ovanför : bror : sin : is : nudda : varpå : tugga : i : vattenkvarn :
97,: halftan ÷ rasþi : st(a)- ...si : at : raknualt : faþur : sin : ouk : tan * bruþur sin þrutaR þiak(n)a,"Halvdan reste denna sten efter Ragnvald, sin fader, och Dan, sin broder, dugande män",sv,Halftan rasþi st(1) si. At: raknualt: fatür: sin: ouk: tan *bruþur* sin þruta þia na.,"En gång per månad, i ett år på en rad: att räkna upp den gamla sinnet med en ren själ. Att vara förtrödd av en trött hjärn",halften av en brödbrors mors fars barns far bror och hans skatt,halvtan ÷ rasþi : st(a)- ...si : at : raknualt : faþur : sin : ouk : tan * bruþur sin þrutaR þiak(n)a
